chemin, class, classe_LOC, classe_CLOC, classe_DC, WMC, classe_BC
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialPlot.java, DialPlot.java, 752, 379, 0.50398934, 129, 0.003906894009560347
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialPointer.java, DialPointer.java, 562, 283, 0.5035587, 71, 0.00709237577393651
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialScale.java, DialScale.java, 63, 58, 0.9206349, 0, -1.0
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialTextAnnotation.java, DialTextAnnotation.java, 361, 202, 0.5595568, 51, 0.010971701703965664
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialValueIndicator.java, DialValueIndicator.java, 690, 363, 0.526087, 107, 0.004916701000183821
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\dial\package-info.java, package-info.java, 4, 3, 0.75, -1, -0.75
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\dial\StandardDialFrame.java, StandardDialFrame.java, 322, 173, 0.5372671, 44, 0.012210615910589695
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\dial\StandardDialRange.java, StandardDialRange.java, 391, 210, 0.5370844, 49, 0.010960905812680721
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\dial\StandardDialScale.java, StandardDialScale.java, 918, 501, 0.54575163, 127, 0.00429725693538785
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\DialShape.java, DialShape.java, 48, 42, 0.875, 1, 0.875
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\DrawingSupplier.java, DrawingSupplier.java, 88, 76, 0.8636364, 11, 0.07851240038871765
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\FastScatterPlot.java, FastScatterPlot.java, 974, 467, 0.4794661, 157, 0.0030539243016391993
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\flow\FlowPlot.java, FlowPlot.java, 755, 300, 0.397351, 125, 0.003178807906806469
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\flow\package-info.java, package-info.java, 4, 3, 0.75, -1, -0.75
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\IntervalMarker.java, IntervalMarker.java, 197, 115, 0.5837563, 27, 0.021620605140924454
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\Marker.java, Marker.java, 603, 335, 0.5555556, 105, 0.0052910055965185165
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\MeterInterval.java, MeterInterval.java, 198, 109, 0.55050504, 32, 0.017203282564878464
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\MeterPlot.java, MeterPlot.java, 1163, 520, 0.4471195, 172, 0.0025995320174843073
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\package-info.java, package-info.java, 4, 3, 0.75, -1, -0.75
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\Pannable.java, Pannable.java, 80, 69, 0.8625, 3, 0.2874999940395355
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\pie\AbstractPieLabelDistributor.java, AbstractPieLabelDistributor.java, 96, 72, 0.75, 8, 0.09375
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\pie\MultiplePiePlot.java, MultiplePiePlot.java, 574, 220, 0.38327527, 89, 0.004306463524699211
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\pie\package-info.java, package-info.java, 4, 3, 0.75, -1, -0.75
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\pie\PieLabelDistributor.java, PieLabelDistributor.java, 198, 93, 0.46969697, 28, 0.016774890944361687
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\pie\PieLabelLinkStyle.java, PieLabelLinkStyle.java, 48, 42, 0.875, 0, -1.0
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\pie\PieLabelRecord.java, PieLabelRecord.java, 253, 139, 0.5494071, 30, 0.018313569948077202
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\pie\PiePlot.java, PiePlot.java, 2921, 1376, 0.47107154, 485, 9.712815517559648E-4
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\pie\PiePlotState.java, PiePlotState.java, 239, 158, 0.6610879, 21, 0.03148037567734718
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\Plot.java, Plot.java, 1319, 668, 0.5064443, 231, 0.002192399464547634
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\PlotOrientation.java, PlotOrientation.java, 65, 54, 0.83076924, 6, 0.13846154510974884
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\PlotRenderingInfo.java, PlotRenderingInfo.java, 264, 147, 0.5568182, 35, 0.015909090638160706
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\PlotState.java, PlotState.java, 61, 47, 0.7704918, 2, 0.3852458894252777
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\PolarAxisLocation.java, PolarAxisLocation.java, 62, 51, 0.82258064, 1, 0.8225806355476379
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\PolarPlot.java, PolarPlot.java, 1841, 854, 0.46387833, 334, 0.001388857257552445
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\RingPlot.java, RingPlot.java, 630, 302, 0.47936508, 93, 0.005154463462531567
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\SeriesRenderingOrder.java, SeriesRenderingOrder.java, 58, 53, 0.9137931, 1, 0.9137930870056152
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\SpiderWebPlot.java, SpiderWebPlot.java, 1281, 605, 0.47228727, 199, 0.002373302821069956
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\ThermometerPlot.java, ThermometerPlot.java, 1444, 682, 0.47229916, 218, 0.002166509861126542
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\ValueAxisPlot.java, ValueAxisPlot.java, 53, 47, 0.8867925, 1, 0.8867924809455872
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\ValueMarker.java, ValueMarker.java, 135, 92, 0.6814815, 23, 0.029629629105329514
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\WaferMapPlot.java, WaferMapPlot.java, 389, 156, 0.40102828, 49, 0.008184250444173813
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\XYCrosshairState.java, XYCrosshairState.java, 52, 46, 0.88461536, 2, 0.4423076808452606
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\XYPlot.java, XYPlot.java, 4981, 2259, 0.4535234, 922, 4.918908816762269E-4
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\plot\Zoomable.java, Zoomable.java, 151, 133, 0.8807947, 9, 0.09786608070135117
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\AbstractRenderer.java, AbstractRenderer.java, 2774, 1539, 0.55479455, 509, 0.0010899696499109268
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\AreaRendererEndType.java, AreaRendererEndType.java, 58, 52, 0.8965517, 0, -1.0
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\AbstractCategoryItemRenderer.java, AbstractCategoryItemRenderer.java, 1542, 618, 0.4007782, 265, 0.0015123705379664898
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\AreaRenderer.java, AreaRenderer.java, 299, 107, 0.35785952, 37, 0.00967187900096178
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\BarPainter.java, BarPainter.java, 84, 73, 0.86904764, 4, 0.2172619104385376
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\BarRenderer.java, BarRenderer.java, 1200, 521, 0.43416667, 181, 0.0023987109307199717
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\BoxAndWhiskerRenderer.java, BoxAndWhiskerRenderer.java, 1012, 419, 0.41403162, 130, 0.0031848587095737457
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\CategoryItemRenderer.java, CategoryItemRenderer.java, 1439, 1269, 0.8818624, 180, 0.004899235442280769
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\CategoryItemRendererState.java, CategoryItemRendererState.java, 186, 122, 0.65591395, 22, 0.02981427125632763
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\CategoryStepRenderer.java, CategoryStepRenderer.java, 324, 154, 0.47530866, 40, 0.011882716789841652
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\DefaultCategoryItemRenderer.java, DefaultCategoryItemRenderer.java, 52, 45, 0.86538464, 2, 0.4326923191547394
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\GanttRenderer.java, GanttRenderer.java, 555, 205, 0.36936936, 66, 0.005596505478024483
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\GradientBarPainter.java, GradientBarPainter.java, 340, 126, 0.37058824, 34, 0.01089965458959341
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\GroupedStackedBarRenderer.java, GroupedStackedBarRenderer.java, 332, 114, 0.3433735, 49, 0.007007622625678778
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\IntervalBarRenderer.java, IntervalBarRenderer.java, 220, 103, 0.46818182, 27, 0.01734006777405739
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\LayeredBarRenderer.java, LayeredBarRenderer.java, 428, 147, 0.34345794, 64, 0.005366530269384384
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\LevelRenderer.java, LevelRenderer.java, 403, 182, 0.4516129, 43, 0.01050262525677681
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\LineAndShapeRenderer.java, LineAndShapeRenderer.java, 774, 396, 0.5116279, 109, 0.004693834111094475
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\MinMaxCategoryRenderer.java, MinMaxCategoryRenderer.java, 493, 226, 0.45841786, 72, 0.006366914603859186
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\package-info.java, package-info.java, 4, 3, 0.75, 0, -1.0
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\ScatterRenderer.java, ScatterRenderer.java, 534, 265, 0.49625468, 76, 0.0065296669490635395
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\StackedAreaRenderer.java, StackedAreaRenderer.java, 438, 156, 0.3561644, 63, 0.0056534032337367535
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\StackedBarRenderer.java, StackedBarRenderer.java, 346, 131, 0.37861273, 54, 0.007011346984654665
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\StandardBarPainter.java, StandardBarPainter.java, 202, 96, 0.47524753, 25, 0.019009901210665703
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\StatisticalBarRenderer.java, StatisticalBarRenderer.java, 518, 186, 0.35907337, 76, 0.004724649712443352
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\StatisticalLineAndShapeRenderer.java, StatisticalLineAndShapeRenderer.java, 426, 158, 0.37089202, 69, 0.00537524651736021
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\category\WaterfallBarRenderer.java, WaterfallBarRenderer.java, 429, 169, 0.3939394, 66, 0.005968778859823942
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\DefaultPolarItemRenderer.java, DefaultPolarItemRenderer.java, 840, 354, 0.42142856, 141, 0.0029888551216572523
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\GrayPaintScale.java, GrayPaintScale.java, 203, 121, 0.5960591, 28, 0.02128782495856285
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\LookupPaintScale.java, LookupPaintScale.java, 344, 165, 0.47965115, 47, 0.01020534336566925
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\NotOutlierException.java, NotOutlierException.java, 57, 51, 0.8947368, 3, 0.2982456088066101
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\Outlier.java, Outlier.java, 196, 126, 0.64285713, 22, 0.02922077849507332
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\OutlierList.java, OutlierList.java, 156, 107, 0.6858974, 15, 0.04572649300098419
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\OutlierListCollection.java, OutlierListCollection.java, 157, 108, 0.6878981, 17, 0.04046459496021271
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\package-info.java, package-info.java, 4, 3, 0.75, 0, -1.0
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\PaintScale.java, PaintScale.java, 73, 65, 0.89041096, 5, 0.1780821979045868
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\PolarItemRenderer.java, PolarItemRenderer.java, 182, 147, 0.8076923, 10, 0.08076922595500946
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\RendererState.java, RendererState.java, 103, 72, 0.69902915, 9, 0.0776699036359787
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\RendererUtils.java, RendererUtils.java, 247, 94, 0.3805668, 42, 0.009061114862561226
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\WaferMapRenderer.java, WaferMapRenderer.java, 344, 145, 0.42151162, 45, 0.009366924874484539
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\AbstractXYItemRenderer.java, AbstractXYItemRenderer.java, 1524, 552, 0.36220473, 241, 0.0015029242495074868
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\CandlestickRenderer.java, CandlestickRenderer.java, 818, 390, 0.4767726, 118, 0.004040445666760206
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\ClusteredXYBarRenderer.java, ClusteredXYBarRenderer.java, 328, 131, 0.39939025, 52, 0.007680581882596016
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\CyclicXYItemRenderer.java, CyclicXYItemRenderer.java, 437, 188, 0.43020594, 53, 0.00811709277331829
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\DefaultXYItemRenderer.java, DefaultXYItemRenderer.java, 52, 46, 0.88461536, 2, 0.4423076808452606
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\DeviationRenderer.java, DeviationRenderer.java, 342, 174, 0.50877196, 48, 0.010599415749311447
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\DeviationStepRenderer.java, DeviationStepRenderer.java, 282, 109, 0.38652483, 47, 0.00822393223643303
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\GradientXYBarPainter.java, GradientXYBarPainter.java, 339, 125, 0.36873156, 34, 0.010845045559108257
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\HighLowRenderer.java, HighLowRenderer.java, 448, 206, 0.45982143, 72, 0.00638640858232975
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\package-info.java, package-info.java, 4, 3, 0.75, 0, -1.0
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\SamplingXYLineRenderer.java, SamplingXYLineRenderer.java, 333, 163, 0.4894895, 32, 0.01529654674232006
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer.java, StackedXYAreaRenderer.java, 609, 274, 0.4499179, 94, 0.004786360543221235
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer2.java, StackedXYAreaRenderer2.java, 493, 170, 0.3448276, 73, 0.0047236657701432705
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\StackedXYBarRenderer.java, StackedXYBarRenderer.java, 374, 150, 0.40106952, 63, 0.006366183049976826
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\StandardXYBarPainter.java, StandardXYBarPainter.java, 202, 96, 0.47524753, 25, 0.019009901210665703
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\StandardXYItemRenderer.java, StandardXYItemRenderer.java, 902, 436, 0.48337027, 131, 0.003689849516376853
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\VectorRenderer.java, VectorRenderer.java, 314, 108, 0.34394905, 52, 0.006614404730498791
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\WindItemRenderer.java, WindItemRenderer.java, 157, 73, 0.46496814, 5, 0.09299363195896149
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYAreaRenderer.java, XYAreaRenderer.java, 649, 265, 0.4083205, 91, 0.0044870381243526936
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYAreaRenderer2.java, XYAreaRenderer2.java, 392, 159, 0.40561223, 44, 0.009218459948897362
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYBarPainter.java, XYBarPainter.java, 80, 69, 0.8625, 4, 0.21562500298023224
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYBarRenderer.java, XYBarRenderer.java, 1084, 463, 0.42712176, 179, 0.0023861550725996494
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYBlockRenderer.java, XYBlockRenderer.java, 484, 228, 0.47107437, 82, 0.0057448092848062515
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYBoxAndWhiskerRenderer.java, XYBoxAndWhiskerRenderer.java, 733, 301, 0.4106412, 94, 0.004368523135781288
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYBubbleRenderer.java, XYBubbleRenderer.java, 311, 119, 0.38263667, 41, 0.00933260191231966
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYDifferenceRenderer.java, XYDifferenceRenderer.java, 1057, 354, 0.33491012, 119, 0.002814370905980468
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYDotRenderer.java, XYDotRenderer.java, 336, 167, 0.49702382, 45, 0.011044973507523537
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYErrorRenderer.java, XYErrorRenderer.java, 415, 204, 0.49156627, 64, 0.00768072297796607
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYItemRenderer.java, XYItemRenderer.java, 1327, 1158, 0.8726451, 172, 0.00507351802662015
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYItemRendererState.java, XYItemRendererState.java, 182, 145, 0.7967033, 13, 0.0612848661839962
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYLineAndShapeRenderer.java, XYLineAndShapeRenderer.java, 1078, 559, 0.5185529, 149, 0.0034802209120243788
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java, XYShapeRenderer.java, 562, 292, 0.519573, 92, 0.0056475321762263775
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYSplineRenderer.java, XYSplineRenderer.java, 463, 210, 0.45356372, 59, 0.0076875207014381886
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYStepAreaRenderer.java, XYStepAreaRenderer.java, 565, 272, 0.48141593, 76, 0.006334420293569565
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYStepRenderer.java, XYStepRenderer.java, 316, 152, 0.48101267, 36, 0.013361463323235512
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\renderer\xy\YIntervalRenderer.java, YIntervalRenderer.java, 277, 135, 0.48736462, 29, 0.016805676743388176
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\StandardChartTheme.java, StandardChartTheme.java, 1644, 697, 0.42396593, 306, 0.0013855096185579896
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\swing\AbstractOverlay.java, AbstractOverlay.java, 101, 69, 0.6831683, 12, 0.05693069100379944
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\swing\ApplicationFrame.java, ApplicationFrame.java, 114, 79, 0.69298244, 9, 0.07699804753065109
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\swing\ChartFrame.java, ChartFrame.java, 83, 58, 0.6987952, 6, 0.11646586656570435
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\swing\ChartMouseEvent.java, ChartMouseEvent.java, 96, 68, 0.7083333, 11, 0.06439393758773804
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\swing\ChartMouseListener.java, ChartMouseListener.java, 59, 52, 0.88135594, 1, 0.8813559412956238
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\swing\ChartPanel.java, ChartPanel.java, 2750, 1190, 0.43272728, 365, 0.001185554196126759
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\swing\CrosshairOverlay.java, CrosshairOverlay.java, 567, 173, 0.30511463, 100, 0.0030511461663991213
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\swing\DefaultSelectionZoomStrategy.java, DefaultSelectionZoomStrategy.java, 239, 83, 0.34728032, 30, 0.011576010845601559
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\swing\editor\ChartEditor.java, ChartEditor.java, 52, 46, 0.88461536, 1, 0.8846153616905212
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\swing\editor\ChartEditorFactory.java, ChartEditorFactory.java, 50, 45, 0.9, 1, 0.8999999761581421
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\swing\editor\ChartEditorManager.java, ChartEditorManager.java, 81, 63, 0.7777778, 8, 0.0972222238779068
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\swing\editor\DefaultAxisEditor.java, DefaultAxisEditor.java, 443, 222, 0.5011287, 37, 0.013544018380343914
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\swing\editor\DefaultChartEditor.java, DefaultChartEditor.java, 233, 90, 0.38626608, 13, 0.029712775722146034
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\chart\swing\editor\DefaultChartEditorFactory.java, DefaultChartEditorFactory.java, 58, 48, 0.82758623, 4, 0.2068965584039688
