chemin, class, classe_LOC, classe_CLOC, classe_DC, WMC, classe_BC
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\general\ValueDataset.java, ValueDataset.java, 47, 43, 0.9148936, 0, -1.0
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\general\WaferMapDataset.java, WaferMapDataset.java, 273, 164, 0.6007326, 31, 0.01937847211956978
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\io\CSV.java, CSV.java, 186, 95, 0.5107527, 20, 0.025537634268403053
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\ItemKey.java, ItemKey.java, 47, 43, 0.9148936, 0, -1.0
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\json\impl\JSONArray.java, JSONArray.java, 144, 72, 0.5, 22, 0.022727273404598236
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\json\impl\JSONAware.java, JSONAware.java, 41, 37, 0.902439, 0, -1.0
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\json\impl\JSONObject.java, JSONObject.java, 175, 90, 0.51428574, 31, 0.01658986322581768
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\json\impl\JSONStreamAware.java, JSONStreamAware.java, 46, 40, 0.8695652, 0, -1.0
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\json\impl\JSONValue.java, JSONValue.java, 314, 159, 0.5063694, 48, 0.010549362748861313
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\json\impl\package-info.java, package-info.java, 4, 3, 0.75, -1, -0.75
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\json\JSONUtils.java, JSONUtils.java, 187, 85, 0.45454547, 34, 0.013368984684348106
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\json\package-info.java, package-info.java, 4, 3, 0.75, -1, -0.75
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\KeyedObject.java, KeyedObject.java, 135, 79, 0.58518517, 16, 0.036574073135852814
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\KeyedObjects.java, KeyedObjects.java, 315, 166, 0.52698416, 58, 0.009085933677852154
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\KeyedObjects2D.java, KeyedObjects2D.java, 462, 218, 0.47186148, 86, 0.005486761219799519
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\KeyedValue.java, KeyedValue.java, 50, 46, 0.92, 1, 0.9200000166893005
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\KeyedValueComparator.java, KeyedValueComparator.java, 151, 67, 0.4437086, 31, 0.014313180930912495
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\KeyedValueComparatorType.java, KeyedValueComparatorType.java, 52, 47, 0.90384614, 1, 0.9038461446762085
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\KeyedValues.java, KeyedValues.java, 89, 81, 0.9101124, 10, 0.09101124107837677
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\KeyedValues2D.java, KeyedValues2D.java, 103, 91, 0.88349515, 6, 0.14724919199943542
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\KeyedValues2DItemKey.java, KeyedValues2DItemKey.java, 141, 69, 0.4893617, 20, 0.024468084797263145
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\KeyedValuesItemKey.java, KeyedValuesItemKey.java, 107, 58, 0.5420561, 14, 0.038718290627002716
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\KeyToGroupMap.java, KeyToGroupMap.java, 287, 126, 0.4390244, 52, 0.008442776277661324
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\Range.java, Range.java, 424, 229, 0.5400943, 84, 0.006429694127291441
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\RangeInfo.java, RangeInfo.java, 70, 64, 0.9142857, 2, 0.4571428596973419
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\RangeType.java, RangeType.java, 53, 47, 0.8867925, 0, -1.0
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\resources\DataPackageResources.java, DataPackageResources.java, 62, 50, 0.8064516, 4, 0.2016129046678543
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\resources\DataPackageResources_de.java, DataPackageResources_de.java, 62, 50, 0.8064516, 4, 0.2016129046678543
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\resources\DataPackageResources_es.java, DataPackageResources_es.java, 62, 50, 0.8064516, 4, 0.2016129046678543
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\resources\DataPackageResources_fr.java, DataPackageResources_fr.java, 61, 49, 0.8032787, 4, 0.20081967115402222
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\resources\DataPackageResources_pl.java, DataPackageResources_pl.java, 63, 51, 0.8095238, 4, 0.2023809552192688
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\resources\DataPackageResources_ru.java, DataPackageResources_ru.java, 59, 47, 0.7966102, 4, 0.19915254414081573
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\statistics\BoxAndWhiskerCalculator.java, BoxAndWhiskerCalculator.java, 199, 89, 0.44723618, 44, 0.010164458304643631
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\statistics\BoxAndWhiskerCategoryDataset.java, BoxAndWhiskerCategoryDataset.java, 218, 194, 0.88990825, 2, 0.44495412707328796
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\statistics\BoxAndWhiskerItem.java, BoxAndWhiskerItem.java, 263, 138, 0.5247148, 45, 0.011660329066216946
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\statistics\BoxAndWhiskerXYDataset.java, BoxAndWhiskerXYDataset.java, 165, 148, 0.8969697, 5, 0.17939393222332
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java, DefaultBoxAndWhiskerCategoryDataset.java, 869, 457, 0.52589184, 100, 0.005258918274194002
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\statistics\DefaultBoxAndWhiskerXYDataset.java, DefaultBoxAndWhiskerXYDataset.java, 523, 284, 0.543021, 64, 0.008484703488647938
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\statistics\DefaultMultiValueCategoryDataset.java, DefaultMultiValueCategoryDataset.java, 380, 184, 0.48421052, 50, 0.009684210643172264
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\statistics\DefaultStatisticalCategoryDataset.java, DefaultStatisticalCategoryDataset.java, 684, 321, 0.46929824, 92, 0.005101067945361137
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\statistics\HistogramBin.java, HistogramBin.java, 156, 94, 0.6025641, 14, 0.04304029420018196
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\statistics\HistogramDataset.java, HistogramDataset.java, 465, 253, 0.54408604, 85, 0.006401012185961008
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\statistics\HistogramType.java, HistogramType.java, 52, 46, 0.88461536, 0, -1.0
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\statistics\MeanAndStandardDeviation.java, MeanAndStandardDeviation.java, 164, 99, 0.60365856, 22, 0.027439026162028313
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\statistics\MultiValueCategoryDataset.java, MultiValueCategoryDataset.java, 66, 58, 0.8787879, 2, 0.43939393758773804
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\statistics\Regression.java, Regression.java, 330, 107, 0.3242424, 37, 0.008763308636844158
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\statistics\SimpleHistogramBin.java, SimpleHistogramBin.java, 259, 129, 0.4980695, 40, 0.012451737187802792
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\statistics\SimpleHistogramDataset.java, SimpleHistogramDataset.java, 452, 264, 0.5840708, 60, 0.009734513238072395
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\statistics\StatisticalCategoryDataset.java, StatisticalCategoryDataset.java, 80, 71, 0.8875, 4, 0.22187499701976776
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\statistics\Statistics.java, Statistics.java, 420, 186, 0.44285715, 81, 0.005467372015118599
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\DateRange.java, DateRange.java, 147, 103, 0.70068026, 15, 0.04671201854944229
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\Day.java, Day.java, 435, 248, 0.570115, 71, 0.008029788732528687
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\DynamicTimeSeriesCollection.java, DynamicTimeSeriesCollection.java, 860, 469, 0.5453488, 99, 0.005508574191480875
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\FixedMillisecond.java, FixedMillisecond.java, 260, 149, 0.5730769, 33, 0.017365965992212296
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\Hour.java, Hour.java, 443, 248, 0.5598194, 70, 0.007997419685125351
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\Millisecond.java, Millisecond.java, 412, 218, 0.5291262, 64, 0.008267597295343876
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\Minute.java, Minute.java, 448, 242, 0.5401786, 70, 0.007716836873441935
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\Month.java, Month.java, 495, 256, 0.51717174, 92, 0.005621431861072779
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\MovingAverage.java, MovingAverage.java, 296, 131, 0.44256756, 48, 0.009220157749950886
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\ohlc\OHLC.java, OHLC.java, 144, 85, 0.5902778, 16, 0.0368923619389534
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\ohlc\OHLCItem.java, OHLCItem.java, 129, 78, 0.60465115, 18, 0.03359173238277435
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\ohlc\OHLCSeries.java, OHLCSeries.java, 127, 89, 0.7007874, 11, 0.06370794773101807
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\ohlc\OHLCSeriesCollection.java, OHLCSeriesCollection.java, 454, 268, 0.59030837, 68, 0.008681005798280239
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\Quarter.java, Quarter.java, 440, 242, 0.55, 71, 0.007746479008346796
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\RegularTimePeriod.java, RegularTimePeriod.java, 361, 251, 0.69529086, 70, 0.009932726621627808
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\Second.java, Second.java, 420, 224, 0.53333336, 69, 0.007729468867182732
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\SimpleTimePeriod.java, SimpleTimePeriod.java, 201, 110, 0.5472637, 34, 0.01609599031507969
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\TimePeriod.java, TimePeriod.java, 57, 51, 0.8947368, 3, 0.2982456088066101
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\TimePeriodAnchor.java, TimePeriodAnchor.java, 48, 42, 0.875, 1, 0.875
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\TimePeriodFormatException.java, TimePeriodFormatException.java, 49, 43, 0.877551, 1, 0.8775510191917419
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\TimePeriodValue.java, TimePeriodValue.java, 168, 103, 0.6130952, 23, 0.026656314730644226
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\TimePeriodValues.java, TimePeriodValues.java, 425, 204, 0.48, 74, 0.006486486177891493
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\TimePeriodValuesCollection.java, TimePeriodValuesCollection.java, 411, 204, 0.49635038, 53, 0.009365101344883442
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\TimeSeries.java, TimeSeries.java, 1172, 574, 0.48976108, 224, 0.0021864334121346474
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\TimeSeriesCollection.java, TimeSeriesCollection.java, 663, 340, 0.51282054, 103, 0.004978840239346027
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\TimeSeriesDataItem.java, TimeSeriesDataItem.java, 190, 125, 0.65789473, 33, 0.019936203956604004
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\TimeSeriesTableModel.java, TimeSeriesTableModel.java, 240, 113, 0.47083333, 43, 0.010949612595140934
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\TimeTableXYDataset.java, TimeTableXYDataset.java, 561, 331, 0.5900178, 78, 0.007564330939203501
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\Week.java, Week.java, 595, 293, 0.49243698, 104, 0.004734971094876528
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\time\Year.java, Year.java, 368, 227, 0.6168478, 66, 0.009346178732812405
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\UnknownKeyException.java, UnknownKeyException.java, 53, 47, 0.8867925, 1, 0.8867924809455872
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\Value.java, Value.java, 52, 48, 0.9230769, 1, 0.9230769276618958
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\Values.java, Values.java, 59, 54, 0.91525424, 4, 0.2288135588169098
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\Values2D.java, Values2D.java, 69, 63, 0.9130435, 3, 0.30434784293174744
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xml\CategoryDatasetHandler.java, CategoryDatasetHandler.java, 121, 73, 0.60330576, 11, 0.05484597757458687
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xml\CategorySeriesHandler.java, CategorySeriesHandler.java, 134, 78, 0.58208954, 10, 0.058208953589200974
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xml\DatasetReader.java, DatasetReader.java, 161, 89, 0.55279505, 21, 0.026323573663830757
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xml\DatasetTags.java, DatasetTags.java, 57, 48, 0.84210527, 0, -1.0
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xml\ItemHandler.java, ItemHandler.java, 151, 89, 0.589404, 14, 0.04210028424859047
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xml\KeyHandler.java, KeyHandler.java, 141, 88, 0.6241135, 11, 0.056737590581178665
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xml\PieDatasetHandler.java, PieDatasetHandler.java, 121, 76, 0.6280992, 10, 0.06280992180109024
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xml\RootHandler.java, RootHandler.java, 114, 75, 0.65789473, 10, 0.06578947603702545
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xml\ValueHandler.java, ValueHandler.java, 147, 87, 0.59183675, 14, 0.042274054139852524
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\AbstractIntervalXYDataset.java, AbstractIntervalXYDataset.java, 116, 75, 0.6465517, 9, 0.07183907926082611
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\AbstractXYDataset.java, AbstractXYDataset.java, 90, 62, 0.6888889, 6, 0.11481481790542603
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\AbstractXYZDataset.java, AbstractXYZDataset.java, 60, 47, 0.78333336, 3, 0.2611111104488373
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\CategoryTableXYDataset.java, CategoryTableXYDataset.java, 383, 241, 0.62924284, 45, 0.013983174227178097
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\DefaultHighLowDataset.java, DefaultHighLowDataset.java, 398, 243, 0.6105528, 51, 0.01197162363678217
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\DefaultIntervalXYDataset.java, DefaultIntervalXYDataset.java, 525, 330, 0.62857145, 124, 0.005069124512374401
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\DefaultOHLCDataset.java, DefaultOHLCDataset.java, 320, 192, 0.6, 31, 0.019354838877916336
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\DefaultTableXYDataset.java, DefaultTableXYDataset.java, 582, 289, 0.49656358, 85, 0.0058419243432581425
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\DefaultWindDataset.java, DefaultWindDataset.java, 394, 208, 0.52791876, 71, 0.00743547547608614
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\DefaultXYDataset.java, DefaultXYDataset.java, 359, 213, 0.59331477, 76, 0.007806773297488689
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\DefaultXYZDataset.java, DefaultXYZDataset.java, 402, 246, 0.6119403, 87, 0.007033796980977058
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\IntervalXYDataset.java, IntervalXYDataset.java, 137, 126, 0.919708, 5, 0.18394160270690918
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\IntervalXYDelegate.java, IntervalXYDelegate.java, 436, 256, 0.58715594, 57, 0.010300981812179089
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\IntervalXYZDataset.java, IntervalXYZDataset.java, 97, 87, 0.8969072, 1, 0.8969072103500366
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\MatrixSeries.java, MatrixSeries.java, 200, 125, 0.625, 24, 0.02604166604578495
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\MatrixSeriesCollection.java, MatrixSeriesCollection.java, 272, 164, 0.60294116, 25, 0.024117646738886833
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\NormalizedMatrixSeries.java, NormalizedMatrixSeries.java, 131, 96, 0.73282444, 7, 0.10468920320272446
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\OHLCDataItem.java, OHLCDataItem.java, 182, 105, 0.5769231, 27, 0.021367521956562996
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\OHLCDataset.java, OHLCDataset.java, 149, 136, 0.9127517, 0, -1.0
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\TableXYDataset.java, TableXYDataset.java, 57, 53, 0.9298246, 2, 0.4649122953414917
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\Vector.java, Vector.java, 135, 87, 0.64444447, 13, 0.0495726503431797
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\VectorDataItem.java, VectorDataItem.java, 117, 81, 0.6923077, 14, 0.049450550228357315
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\VectorSeries.java, VectorSeries.java, 162, 118, 0.72839504, 15, 0.04855966940522194
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\VectorSeriesCollection.java, VectorSeriesCollection.java, 303, 188, 0.62046206, 43, 0.014429350383579731
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\VectorXYDataset.java, VectorXYDataset.java, 73, 67, 0.91780823, 5, 0.18356165289878845
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\WindDataset.java, WindDataset.java, 67, 62, 0.92537314, 8, 0.11567164212465286
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XIntervalDataItem.java, XIntervalDataItem.java, 104, 70, 0.6730769, 13, 0.05177515000104904
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XIntervalSeries.java, XIntervalSeries.java, 162, 122, 0.75308645, 15, 0.050205763429403305
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XIntervalSeriesCollection.java, XIntervalSeriesCollection.java, 360, 220, 0.6111111, 45, 0.013580246828496456
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XisSymbolic.java, XisSymbolic.java, 72, 66, 0.9166667, 2, 0.4583333432674408
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XYBarDataset.java, XYBarDataset.java, 355, 230, 0.64788735, 39, 0.016612496227025986
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XYCoordinate.java, XYCoordinate.java, 155, 84, 0.5419355, 20, 0.02709677442908287
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XYDataItem.java, XYDataItem.java, 222, 130, 0.5855856, 32, 0.01829954981803894
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XYDataset.java, XYDataset.java, 108, 97, 0.8981481, 22, 0.04082491621375084
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XYDatasetTableModel.java, XYDatasetTableModel.java, 241, 168, 0.69709545, 25, 0.02788381837308407
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XYDomainInfo.java, XYDomainInfo.java, 55, 49, 0.8909091, 1, 0.8909090757369995
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XYInterval.java, XYInterval.java, 143, 85, 0.5944056, 17, 0.03496503457427025
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XYIntervalDataItem.java, XYIntervalDataItem.java, 134, 78, 0.58208954, 19, 0.030636291950941086
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XYIntervalSeries.java, XYIntervalSeries.java, 189, 140, 0.7407407, 17, 0.043572984635829926
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XYIntervalSeriesCollection.java, XYIntervalSeriesCollection.java, 357, 225, 0.6302521, 45, 0.014005602337419987
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XYItemKey.java, XYItemKey.java, 138, 68, 0.49275362, 17, 0.028985507786273956
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XYRangeInfo.java, XYRangeInfo.java, 56, 50, 0.89285713, 2, 0.4464285671710968
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XYSeries.java, XYSeries.java, 892, 467, 0.5235426, 161, 0.003251817310228944
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XYSeriesCollection.java, XYSeriesCollection.java, 708, 338, 0.47740114, 117, 0.0040803514420986176
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\XYZDataset.java, XYZDataset.java, 60, 55, 0.9166667, 1, 0.9166666865348816
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\YInterval.java, YInterval.java, 112, 71, 0.6339286, 13, 0.048763737082481384
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\YIntervalDataItem.java, YIntervalDataItem.java, 103, 66, 0.6407767, 13, 0.04929051548242569
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\YIntervalSeries.java, YIntervalSeries.java, 163, 124, 0.76073617, 15, 0.050715744495391846
C:\Users\Pierre-Paul Hamon\Documents\GitHub\jfreechart\src\main\java\org\jfree\data\xy\YIntervalSeriesCollection.java, YIntervalSeriesCollection.java, 321, 199, 0.6199377, 42, 0.014760421589016914
